"timeMillisSpent","score"
258641,"[0]hard/[-1868692/-1448736408]soft"
258663,"[0]hard/[-1868584/-1432074696]soft"
258664,"[0]hard/[-1868584/-1432074456]soft"
259594,"[0]hard/[-1868002/-1465209292]soft"
259595,"[0]hard/[-1867990/-1465209292]soft"
259596,"[0]hard/[-1867970/-1465394112]soft"
263700,"[0]hard/[-1867414/-1463786024]soft"
263875,"[0]hard/[-1867364/-1479687468]soft"
263880,"[0]hard/[-1867344/-1479687468]soft"
265383,"[0]hard/[-1867000/-1465059392]soft"
265386,"[0]hard/[-1866998/-1465059392]soft"
269945,"[0]hard/[-1866290/-1464400200]soft"
271066,"[0]hard/[-1866240/-1446103788]soft"
272007,"[0]hard/[-1865880/-1464456208]soft"
272011,"[0]hard/[-1865844/-1464456208]soft"
272012,"[0]hard/[-1865794/-1464456208]soft"
276624,"[0]hard/[-1865668/-1464179064]soft"
276629,"[0]hard/[-1865656/-1464179064]soft"
276938,"[0]hard/[-1865452/-1466540456]soft"
276943,"[0]hard/[-1865350/-1466540456]soft"
280915,"[0]hard/[-1865110/-1464361264]soft"
280916,"[0]hard/[-1865078/-1464361264]soft"
280918,"[0]hard/[-1865054/-1464361264]soft"
280919,"[0]hard/[-1864892/-1481022888]soft"
280920,"[0]hard/[-1864884/-1481022888]soft"
282158,"[0]hard/[-1864838/-1446797144]soft"
282161,"[0]hard/[-1864830/-1446797144]soft"
282762,"[0]hard/[-1864794/-1431379932]soft"
282764,"[0]hard/[-1864698/-1431379932]soft"
282770,"[0]hard/[-1864692/-1431379932]soft"
282773,"[0]hard/[-1864684/-1431379932]soft"
282788,"[0]hard/[-1864680/-1431379932]soft"
285291,"[0]hard/[-1864654/-1464289888]soft"
285295,"[0]hard/[-1864650/-1464289888]soft"
286378,"[0]hard/[-1863760/-1413872956]soft"
291245,"[0]hard/[-1863056/-1445633764]soft"
291260,"[0]hard/[-1863026/-1445633764]soft"
291265,"[0]hard/[-1863016/-1445633764]soft"
291270,"[0]hard/[-1863012/-1445633764]soft"
292119,"[0]hard/[-1862730/-1444427756]soft"
292123,"[0]hard/[-1862668/-1444427756]soft"
292127,"[0]hard/[-1862620/-1444426796]soft"
293083,"[0]hard/[-1862446/-1445001636]soft"
293085,"[0]hard/[-1862430/-1445001636]soft"
293963,"[0]hard/[-1862402/-1429471664]soft"
297569,"[0]hard/[-1862286/-1430094316]soft"
